SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price_Range
1062,3,3,1,1979,3
2007,3,1,3,2015,7
1795,2,1,3,2010,4
2427,2,3,1,1986,6
1224,2,3,3,2019,3
2982,3,3,1,2019,7
1160,2,2,1,1982,5
2059,5,1,2,1951,3
1380,5,2,2,1964,6
2676,2,1,1,2017,6
1317,3,2,2,2018,5
1707,5,2,1,1997,2
2686,3,3,2,1979,5
1455,3,1,2,1985,4
2292,3,2,1,1984,4
1343,2,3,2,1951,4
2063,3,3,3,1966,4
2773,3,3,1,1988,5
1413,2,3,3,1953,4
2403,4,2,2,1964,6
2245,5,2,1,1979,5
2304,2,1,3,1971,5
1224,5,2,3,1958,4
2480,2,3,2,1989,4
2177,2,1,1,1954,5
1279,2,1,1,2018,5
2376,5,2,1,2003,7
2062,2,1,1,1970,6
1728,2,2,2,2007,3
2779,2,3,2,2007,5
1620,5,3,2,1973,5
1974,4,2,2,1972,5
1572,2,3,2,2021,4
1488,2,2,1,1951,4
2007,2,2,1,1988,5
2968,2,3,1,1951,8
1936,2,3,1,1992,4
2221,4,1,1,2001,5
2299,3,3,1,2021,8
2195,3,3,3,1996,5
1783,2,2,1,1998,2
1507,5,2,3,1973,4
1404,4,3,1,1992,3
2294,4,1,3,1951,7
2958,4,2,1,2005,7
2577,3,2,3,1975,7
2724,5,3,3,1992,6
1771,3,3,2,1975,4
1663,4,3,2,1986,5
1130,3,3,2,1986,4
2649,3,3,2,1992,5
2408,2,1,3,1986,5
2757,2,2,2,2014,7
2420,2,1,3,2013,4
2589,4,1,1,1998,6
2873,2,3,1,1969,4
2319,4,2,3,2010,4
2406,2,3,2,2008,6
2535,4,1,1,2017,6
2418,3,2,1,1991,5
2577,5,2,2,1983,6
2628,4,3,3,1963,7
2283,3,1,3,2002,5
1280,2,3,2,1963,5
2379,3,2,3,1982,6
1419,3,3,3,1958,3
2215,5,2,1,2019,4
1636,2,3,2,1988,5
2451,4,1,2,1955,6
1807,4,1,1,1999,6
1347,4,3,1,2004,4
1428,2,1,2,1957,4
2415,4,3,3,1964,5
2364,5,2,3,1960,8
1546,3,1,2,1955,4
1939,2,1,2,2003,4
1401,4,1,1,1961,3
2070,3,2,1,2002,5
1664,3,1,3,1977,5
1749,5,1,1,2017,6
2448,4,3,1,1973,5
2540,2,3,1,1985,7
1959,3,2,1,1957,7
2981,5,2,2,2017,7
1636,3,3,2,1952,6
1878,5,1,1,1997,5
2351,5,3,1,1997,6
1086,3,3,3,1994,3
1514,3,2,1,1984,4
2003,4,2,1,1983,4
2188,2,1,3,1986,6
2246,5,3,1,1966,6
1860,5,1,1,1989,5
2320,3,2,2,1992,6
1915,3,2,1,2014,4
1450,3,2,3,2007,2
2366,2,1,2,2012,5
2959,3,1,2,2010,5
1340,5,3,2,1988,3
2484,5,2,3,1956,5
2415,5,3,3,1992,6
2924,2,2,2,1968,7
2560,2,3,3,1994,6
2574,2,2,1,1977,7
1420,2,3,1,2017,4
1380,4,1,3,1961,4
2640,4,1,2,1964,6
1004,4,3,2,2011,3
1647,3,2,1,2009,5
2027,2,1,1,1991,5
2704,2,3,2,2003,7
1315,4,1,1,1996,4
2845,4,3,2,1985,8
2941,2,3,1,1979,8
2101,4,1,2,1998,7
1530,3,1,1,2002,3
2740,3,3,1,2021,6
1354,3,3,3,2002,4
2859,5,3,3,1956,8
2056,5,3,2,2010,4
1661,2,3,1,2016,4
2728,5,1,2,2000,7
2162,4,2,1,1956,6
2295,3,3,2,2020,5
2219,3,2,2,1952,6
1126,5,2,2,2019,5
1348,3,2,1,1963,3
2766,3,3,2,2000,7
2067,3,1,2,1976,6
1741,4,2,3,1994,5
1727,5,3,1,1970,7
1243,3,1,3,1991,3
1008,3,1,3,2007,3
2785,3,2,3,1984,8
1711,2,2,2,2016,4
1845,4,2,2,2021,2
2102,5,1,1,2003,4
2780,3,1,1,1965,7
2213,4,1,1,1962,5
1085,3,2,1,1986,4
2508,5,2,1,1964,7
1270,5,3,3,1988,5
2797,2,3,1,1981,5
1512,2,2,1,1982,3
2043,2,1,2,1992,4
2512,2,1,2,1959,6
2955,3,2,3,1961,7
1129,4,3,2,2021,5
1837,3,2,2,1982,6
1769,2,2,2,1987,3
2666,2,1,3,1983,6
2030,3,2,3,1999,6
1851,3,2,3,1992,5
2776,4,1,2,2005,5
2727,4,1,2,2011,8
1936,5,1,3,1961,5
2333,4,1,1,2013,5
2832,4,3,3,2009,7
2650,2,3,3,1997,6
1900,2,2,3,1996,4
1472,5,1,3,1967,3
2125,5,1,3,1955,5
1337,4,1,3,1954,3
1318,4,3,3,1984,4
2536,5,2,2,1969,5
2048,5,2,3,2001,4
1720,2,2,3,1997,5
2453,5,1,3,1973,5
1142,2,3,1,2020,4
2732,2,1,2,1963,6
1656,5,1,1,2017,6
2172,5,3,3,1966,6
2716,4,2,3,1962,6
2078,4,3,2,1975,6
1470,2,1,3,1959,4
1362,2,1,2,1969,4
1649,5,3,1,1963,4
1208,3,3,1,2002,5
2208,3,3,1,1965,5
2088,5,2,1,2010,6
1548,2,2,3,1989,3
2135,2,3,2,2005,5
1262,3,3,2,1969,4
2099,4,1,1,1982,5
2319,2,3,2,1965,6
2201,5,2,1,2000,6
1765,2,3,2,1986,5
1000,2,3,2,1960,3
1147,4,3,1,2009,5
1875,3,1,3,2010,3
2694,4,2,2,1989,8
2859,5,3,3,2009,8
1985,5,1,1,1991,4
2803,4,3,3,1953,6
2685,5,2,3,1990,7
2152,5,1,3,1971,8
2661,2,1,3,2015,6
1512,5,1,2,1983,3
2922,2,2,1,1998,7
1628,5,3,2,1997,2
1971,3,1,3,1976,5
2525,4,2,3,2008,8
2172,3,1,3,1971,4
2292,4,1,1,1970,7
2724,2,1,1,2012,6
1652,3,2,2,1950,5
2128,4,2,1,1984,6
1465,2,3,3,2003,3
1763,5,1,3,1995,6
2019,5,3,3,1957,6
1928,2,3,3,1999,5
2925,4,1,3,1987,6
2304,2,1,1,2016,5
2430,4,3,2,1976,8
2879,4,1,1,1970,8
2636,4,1,3,1978,6
1793,5,3,1,1999,3
1899,4,1,2,1995,5
2381,2,1,2,2009,4
1674,5,2,1,1993,4
2008,4,1,3,2005,5
2226,5,2,3,1989,5
2635,5,1,1,1997,7
1280,4,3,2,1973,2
1915,4,3,2,2019,7
2280,2,2,1,1995,6
2117,5,1,2,1998,6
1323,3,2,1,1955,6
1790,5,1,1,1990,5
2762,4,1,1,1964,6
2385,3,1,2,2017,5
2685,3,2,1,1996,6
2374,4,2,3,1962,6
2085,5,2,2,2021,6
2664,3,3,2,1997,6
1186,3,2,3,2007,3
2603,5,1,1,1975,8
1914,4,2,3,1982,4
1541,5,3,2,1985,6
1896,5,3,3,2003,6
2327,2,3,3,2000,5
2810,3,2,2,2010,8
1638,4,3,1,1992,6
1435,4,3,1,1974,4
1212,3,3,1,1978,5
2429,3,3,3,2004,4
1817,3,3,3,1999,5
1961,4,2,2,2010,4
2157,5,3,3,1965,4
1959,5,2,2,1957,6
1916,4,1,3,1960,3
1992,5,2,3,1955,5
1914,2,2,3,1989,4
2242,2,3,2,1981,6
1420,4,3,2,2020,2
1318,5,3,3,1985,2
2180,2,2,2,1972,7
1187,5,2,1,1996,5
2499,3,3,3,1976,4
1161,5,1,3,1975,3
1128,2,1,1,2000,5
1303,2,1,2,2004,4
2112,4,1,3,2008,6
2918,4,3,3,2003,7
1916,3,3,1,1957,5
2185,2,2,3,1988,6
1921,4,1,3,1973,4
2059,4,2,3,1969,6
2250,4,3,2,2020,5
1150,3,2,3,2012,4
1592,3,2,2,2000,5
1046,2,1,3,1999,4
2739,3,1,3,2016,7
1939,2,1,3,1992,4
1659,2,1,2,2009,4
1230,2,2,1,1997,1
2562,4,3,3,1969,6
2001,5,1,3,1987,7
2724,4,3,3,1960,7
1164,4,2,1,2014,2
1723,3,2,3,1961,5
1819,4,1,3,1985,6
2610,2,2,2,1987,7
2627,5,3,2,2003,7
2597,3,1,1,1974,7
2089,5,3,2,1971,4
2943,3,1,2,1965,7
2103,4,1,3,2017,7
1139,4,2,3,1998,3
1399,4,2,1,2006,5
2955,4,3,2,1990,7
1129,3,1,2,2013,1
1984,3,3,3,1957,5
1765,2,1,2,2004,5
1445,3,2,1,1991,4
2855,3,2,2,2000,8
1028,4,1,2,1962,3
2225,2,3,1,1976,6
2260,5,2,3,1989,6
2622,3,1,2,1973,6
2631,5,1,1,1979,6
1798,4,1,1,1986,5
2362,4,1,2,1991,5
2422,5,3,1,1975,5
2462,5,1,3,2021,6
1288,2,3,3,1951,3
2275,3,3,2,1991,5
1976,3,3,3,1993,6
2715,3,3,3,1961,7
1099,3,2,1,1973,3
2939,2,3,1,1970,7
2608,4,3,1,1967,7
1421,5,3,3,1993,5
1642,4,1,1,1997,4
1693,2,2,3,1994,4
1705,3,3,3,2016,5
1017,4,3,1,1976,2
1470,3,2,3,1969,5
2661,5,3,2,2005,8
1722,4,1,1,1962,2
2030,3,1,2,2020,6
1418,2,3,3,2018,4
1379,5,1,1,1989,3
1507,3,2,3,1956,6
1113,3,2,1,1967,2
1851,2,3,1,2004,4
1510,5,1,2,1997,4
2619,2,1,3,1972,7
1850,5,3,2,2021,5
2896,3,2,2,1959,7
1975,3,3,2,1981,6
1613,5,3,2,2007,6
1468,3,3,2,2008,3
1092,4,1,3,2001,2
2515,3,2,3,2006,7
2851,5,1,2,1972,6
2125,4,1,3,1971,6
1492,5,1,1,1991,3
1762,4,3,3,1983,6
2559,4,1,1,1990,7
2508,2,2,3,1994,5
1988,2,3,2,1962,5
1478,4,2,1,1985,3
1876,4,3,3,1979,4
1166,4,1,3,1970,2
1139,2,1,2,1953,2
1093,2,3,3,2003,4
2204,2,2,3,1959,6
1575,4,3,3,1985,5
2027,4,2,3,2008,5
1605,5,1,1,1955,5
2412,3,1,2,1988,4
2295,3,1,2,2013,5
2818,2,3,1,2001,6
2155,2,1,2,1977,4
1583,3,1,3,1953,5
1815,2,1,3,1963,3
2927,4,2,3,2011,5
1592,3,1,1,1980,5
2535,4,2,3,1970,6
1685,3,1,3,1957,4
2835,3,1,2,2002,7
1962,2,2,3,1976,5
1986,4,2,1,1993,6
2075,4,1,1,1961,5
2313,5,3,2,1983,5
1445,4,2,1,2021,5
1236,4,3,1,2020,3
2812,2,2,1,1956,6
2514,5,2,1,1996,5
2303,4,1,1,1963,5
2067,2,3,1,1969,4
1881,3,3,2,2007,6
1765,4,1,3,1961,4
1936,2,1,1,1998,5
2948,3,1,1,1986,7
1358,4,2,2,2018,4
1645,4,3,2,2012,4
2591,2,1,1,2006,6
2549,3,2,2,1979,6
1689,3,2,1,1952,2
1461,3,1,3,1966,2
1100,3,3,3,2000,3
1691,4,1,3,1990,5
1983,3,1,1,1971,5
2484,2,2,1,1981,6
1768,2,3,1,1961,6
1267,4,3,3,1969,6
1882,2,1,2,2006,4
2385,5,3,2,1975,8
1407,4,2,2,1981,4
2060,5,2,2,1993,7
1467,3,2,1,2010,3
2989,5,1,2,1984,6
2739,4,2,3,1981,5
1258,3,1,1,2018,4
1508,2,3,3,2008,4
2690,4,3,1,1951,7
2773,3,2,3,2005,6
1308,4,1,3,1978,3
2635,3,3,3,1962,6
2296,4,2,1,1978,5
1624,4,2,2,1975,7
1109,4,1,2,1976,4
2678,4,3,2,1991,7
1678,5,2,2,1973,4
2283,3,3,1,1952,5
2680,3,2,1,1984,8
1741,4,2,1,1958,4
1906,4,3,2,1975,5
1267,2,1,1,2012,4
2055,3,1,1,1965,5
2946,5,1,1,1953,6
1939,3,1,3,2013,3
1810,3,1,1,1977,4
2754,3,1,2,1959,6
2200,2,2,3,1975,6
1103,5,1,3,2018,4
2259,4,3,3,1999,4
2116,5,3,1,2013,6
1200,4,3,1,1997,3
2834,4,2,1,2002,7
1898,5,3,2,2013,5
1742,2,2,2,1971,4
1924,2,1,2,2021,5
2790,4,1,3,1977,5
1596,2,2,2,1956,6
2058,2,3,3,1968,5
2140,2,3,1,1992,5
1687,2,3,1,1964,6
2481,4,3,3,1974,6
2494,2,1,1,1997,5
2958,5,2,1,2001,8
1919,5,3,1,2015,5
1787,4,1,1,1981,4
1398,3,1,1,1987,3
1596,2,3,2,1983,4
1116,5,1,1,1997,3
1361,3,3,1,2021,4
1203,5,2,3,1950,3
2169,5,2,3,1957,7
1443,3,3,3,1990,4
1726,2,3,1,1999,6
2640,4,3,2,1987,6
1860,4,1,3,2020,4
2320,4,3,3,2001,6
1867,2,1,1,2000,7
2604,2,3,2,1980,9
2510,5,2,2,1993,7
1766,4,2,1,1960,4
2254,4,3,2,1975,4
2226,5,1,3,2010,6
1361,5,2,2,1970,5
1394,3,1,3,1972,4
1247,3,3,2,1982,2
2463,2,1,3,1981,5
1913,4,2,3,1972,6
2419,5,2,3,1958,6
1760,4,1,1,1952,6
1655,2,1,1,1976,4
2818,4,3,2,1992,6
1355,5,2,2,1987,3
2424,5,3,2,1960,6
1240,5,3,3,1991,5
2364,2,3,3,2014,6
2910,5,2,2,2014,8
1228,3,1,3,2002,2
2566,5,2,3,1951,6
1620,4,2,3,1994,6
1930,5,1,1,1970,5
2562,5,3,2,1956,6
1854,4,2,2,1952,3
2695,2,2,1,1951,7
1528,2,1,2,1990,5
1266,2,3,3,2004,3
2152,2,2,3,1984,7
1219,5,3,2,2004,5
2105,5,2,2,1968,6
1560,3,1,3,1984,5
2576,2,2,3,2010,4
2043,4,2,2,1978,6
2350,4,3,2,2011,4
2060,4,3,3,1968,6
1381,4,2,1,1970,3
2935,3,3,1,1982,5
1038,3,1,3,1968,4
2132,3,2,3,1970,5
1428,2,2,3,1992,2
2087,5,2,1,1993,7
2198,4,2,1,2017,6
1790,4,3,1,1981,3
1031,3,1,1,1984,4
1944,2,2,2,2020,4
2744,3,2,1,2000,7
2914,4,3,3,2007,6
1530,4,3,1,1989,5
1105,3,3,3,1972,3
1481,4,2,3,1996,4
1205,5,3,1,1974,4
2270,5,2,3,1978,6
1834,3,3,3,1959,5
2702,5,3,1,2012,7
1088,5,1,2,1956,2
2339,3,3,1,1961,6
2034,3,2,2,2020,5
2072,3,1,1,1996,6
2934,5,1,2,1989,6
1895,4,3,3,1997,5
2596,2,3,2,1992,6
2194,4,1,2,1999,7
1142,3,1,3,1993,4
1206,4,3,1,2005,3
2486,2,1,2,2002,7
1508,4,2,1,1996,4
2224,3,1,2,1974,6
1004,2,3,3,1997,2
1210,5,2,1,1973,4
1028,4,2,2,1994,1
2213,5,3,2,1989,7
1187,5,1,1,2007,4
2860,2,3,1,2011,6
2790,5,2,3,1977,8
2173,5,1,3,1953,5
1524,4,2,1,2001,3
1945,2,1,3,1965,2
2907,3,3,2,1987,7
2966,3,2,3,2020,6
2389,2,3,1,1959,6
1156,5,2,2,1983,4
1079,4,1,3,1957,4
2891,5,3,2,1956,8
2296,3,3,3,1989,5
1659,4,2,3,2000,4
2741,2,3,1,2016,6
1625,5,3,2,1993,4
2541,5,1,3,1986,4
2813,4,3,2,1996,7
1231,5,3,1,1952,4
2672,2,1,1,1982,7
1159,4,2,2,1970,5
1343,2,1,1,1962,4
2312,2,2,2,1997,7
1204,2,3,1,2005,3
1994,2,1,3,2005,6
1837,5,2,3,1964,5
1304,4,1,2,1997,5
2383,5,3,3,2006,6
1669,3,2,2,1992,5
2893,2,1,1,1957,6
1399,2,2,2,1979,5
2472,3,3,2,2006,8
1105,3,1,1,1975,3
2105,2,2,2,2019,3
1341,5,2,3,2017,4
1985,5,2,3,1978,2
2805,2,3,2,1982,6
1951,4,2,3,1969,5
2444,3,1,2,2020,6
1048,5,1,2,2016,3
1205,4,3,2,1997,2
2241,2,3,3,1967,5
2841,2,2,3,1972,6
2699,5,3,1,2002,8
2459,5,2,3,1965,7
1790,2,2,1,2004,6
2345,5,3,3,1986,6
1230,5,2,1,2004,3
2734,5,2,1,2009,6
2510,2,2,2,2009,5
2452,3,2,2,1980,6
1882,4,1,2,1985,3
1725,3,3,1,1999,4
1283,2,1,2,1997,3
2509,4,2,2,1975,7
1275,2,3,1,1998,3
1432,3,3,2,1951,5
2208,2,3,2,1986,7
2745,5,2,3,1989,7
1632,5,3,3,1968,4
1215,3,3,3,1983,4
1096,5,1,2,1987,3
1954,3,3,1,1988,7
2142,2,1,2,1996,5
1364,2,2,2,1958,3
2817,3,3,2,1967,8
2426,4,2,1,1968,5
2007,3,2,3,1967,7
1617,4,3,1,2015,5
1396,3,2,3,1994,4
1457,2,2,1,1978,3
1317,5,3,2,2012,4
1381,3,3,1,2011,4
1141,4,3,2,2017,5
1456,5,1,2,1991,3
1500,4,2,1,1984,5
2930,4,2,1,1957,6
1322,4,1,1,1974,5
1999,4,2,2,2013,6
1267,3,3,2,2011,4
2826,5,3,2,1976,7
1486,5,2,3,2003,4
1877,5,2,3,2005,5
1678,5,2,2,1989,4
2183,2,3,2,1965,5
2766,2,2,2,1978,7
1013,3,2,2,2004,1
2003,5,3,1,1964,4
1704,2,3,3,1954,5
1154,5,3,1,2010,2
1100,3,2,1,2013,4
1571,4,2,3,1968,4
2066,3,1,3,1962,5
2216,2,1,2,2003,6
2334,2,3,2,2009,5
1620,2,3,2,2002,3
2628,3,3,1,2014,5
2751,3,2,2,1985,6
2014,3,1,1,1988,3
1464,5,3,3,2004,2
2186,2,2,3,2020,5
1350,3,2,3,1954,3
1233,3,2,1,1969,3
2951,5,2,2,1951,6
1402,2,2,1,1994,3
1350,4,1,3,1993,5
2190,4,2,2,1952,5
2171,2,3,3,2019,5
1027,5,3,1,1976,3
1258,2,3,1,1969,4
2951,4,3,1,1958,6
2621,3,3,3,1953,6
1619,2,2,1,1977,5
2465,4,1,3,2004,3
2973,3,3,2,1983,6
2961,2,1,1,1961,6
2652,5,2,3,1977,5
1875,4,1,2,2019,4
2550,3,2,1,1979,7
2234,3,2,2,1977,5
2853,5,3,1,2004,6
1542,4,3,1,1963,4
2468,3,3,1,1972,7
2817,5,3,3,1975,6
1452,4,1,3,1988,4
1696,5,1,2,1986,4
1403,5,2,2,1969,4
2018,5,1,1,1958,5
2089,5,2,2,1997,6
2428,4,2,1,2020,5
1882,5,2,2,2020,5
2851,5,2,3,1993,7
1574,3,3,1,1984,4
2458,4,2,2,2014,6
2251,4,3,3,1987,4
2499,5,2,2,1979,7
2491,5,3,2,1971,6
2124,2,3,1,1984,5
1422,5,1,1,2021,5
2379,4,1,1,1985,6
2162,3,2,2,1985,7
2654,4,3,2,1953,6
2592,3,2,1,2008,6
2154,5,1,2,2000,6
1548,2,2,3,1956,4
1467,3,1,1,1953,4
2503,4,3,2,1978,6
1110,5,3,2,2000,3
1152,3,3,3,1951,5
1916,2,3,1,1994,4
1761,2,2,2,2003,5
2265,2,3,1,1989,6
1719,5,1,3,1967,4
1879,3,2,3,2005,5
1681,3,1,3,1997,3
1768,5,1,2,1994,6
1278,3,3,2,1969,2
1362,5,2,2,2002,6
2648,2,1,3,2007,6
2431,3,3,3,2006,6
2198,2,3,2,2021,4
1600,5,2,2,1955,5
2158,2,2,1,2017,5
2529,4,3,3,1960,5
1293,5,2,1,1996,4
2518,4,2,2,1996,6
2838,5,3,2,1993,5
1870,2,2,3,1970,7
2442,2,2,3,1976,5
2229,2,3,1,1999,5
2341,4,3,1,1964,5
1072,2,1,1,1971,2
1258,4,3,3,2001,4
2381,4,1,2,1999,4
2171,3,2,3,2008,6
2248,3,3,2,2002,5
2128,3,2,3,1996,4
2579,5,3,3,1977,6
2951,4,3,2,1971,7
1355,2,3,3,1973,4
2561,3,1,3,1970,4
2839,5,3,3,2019,7
2284,4,3,1,1988,4
1570,5,1,1,2002,1
1572,2,3,3,1969,6
1816,3,1,1,1958,4
2949,4,2,1,1989,7
2936,5,1,3,2011,6
2093,3,2,2,1985,5
2977,3,3,2,1991,7
2470,4,1,3,1960,7
2980,3,2,2,1964,7
1446,5,2,2,1969,5
1782,4,1,1,1964,3
2280,4,3,2,2000,6
1908,3,2,2,1987,5
1943,2,1,1,1963,5
1895,2,2,2,2008,4
1929,2,2,2,2000,4
1636,5,1,2,1953,4
1925,4,1,3,2006,5
1530,3,3,3,2009,4
1118,2,3,3,1953,3
2855,3,2,2,2015,5
1065,2,3,3,2012,2
1244,2,2,3,2014,2
1056,3,1,3,1988,3
2067,5,1,1,1951,7
1523,3,3,1,1957,6
2913,3,2,2,1967,6
1423,5,3,3,2016,4
2771,5,2,3,1996,5
2559,3,2,3,1978,7
1394,5,1,3,1979,3
1449,2,1,1,1994,4
2280,5,2,1,2008,6
1953,3,3,1,1999,5
2819,5,3,2,2008,6
2859,4,3,1,2004,7
2384,5,2,2,2006,6
1762,2,2,3,1987,5
2629,4,2,2,1952,5
2403,2,1,2,1961,6
1442,2,2,2,1976,4
1966,4,3,2,2021,5
1891,2,2,1,1970,3
1533,4,2,1,1959,3
2497,2,1,1,1966,4
1156,3,1,2,1962,4
1088,2,1,3,1956,3
1201,4,1,3,1955,4
1979,3,3,2,2000,5
1461,3,2,3,1978,4
2504,5,2,3,1986,7
1708,5,1,3,1965,6
2580,5,3,1,1973,9
1453,3,3,1,1978,4
2493,5,1,1,2020,6
1379,3,1,2,1985,3
1400,5,1,2,2021,4
2102,2,2,1,1954,6
1550,5,1,1,1961,5
1935,4,2,3,2013,3
2819,5,1,2,2020,6
2012,3,1,1,1994,4
2409,4,3,2,1969,7
1977,4,3,2,2005,5
2690,3,2,2,1968,7
1660,4,2,1,2007,6
2366,4,3,1,1985,6
1902,4,3,1,2003,4
1444,5,2,3,1999,2
1051,4,3,3,1954,4
2274,2,2,3,2010,5
2967,2,1,3,1997,6
2917,5,3,3,1998,9
2682,5,2,2,1981,8
1328,2,1,1,1965,4
2931,4,3,1,2017,6
2517,2,2,3,1972,5
2373,3,2,3,1967,3
2990,4,2,3,2014,7
1769,2,2,1,1997,5
2808,2,3,2,1971,7
2482,4,1,1,1962,7
1497,4,2,3,1978,4
1124,4,2,1,1967,3
1203,5,3,2,1994,5
1767,3,1,2,2003,4
1642,5,3,3,1990,5
2044,2,3,3,2014,5
1589,3,3,3,1999,5
2870,5,3,2,1978,7
2586,2,2,3,1964,7
1361,4,2,2,1979,1
1360,2,3,2,1980,3
2801,4,1,2,1981,5
2139,5,1,2,2000,7
1054,2,3,3,1971,2
1291,3,2,1,2004,3
2074,2,2,1,1998,7
1841,4,1,3,1976,5
1784,5,1,3,1959,7
1253,3,3,2,1957,3
1491,3,1,3,1985,2
1984,5,2,2,1962,6
1572,5,1,3,2001,5
1858,2,1,2,1987,4
1992,2,2,3,1989,4
2994,3,3,2,1981,8
2932,2,1,2,1994,6
1960,4,2,1,1968,5
2886,4,3,2,2018,7
1224,2,1,3,2016,3
2492,3,1,3,1978,6
2871,2,3,1,1959,8
1102,5,1,3,1962,4
1969,5,3,2,1998,4
2071,3,2,1,2021,3
1736,3,3,2,1969,5
2365,5,3,3,1985,4
1232,5,1,1,1974,4
2605,4,3,2,1967,6
2582,2,1,1,2016,7
1227,3,3,2,1983,4
2006,5,2,2,2008,6
1521,3,2,1,1987,4
2720,5,3,2,1992,6
2615,3,3,2,1954,6
1012,3,1,3,1989,3
2522,4,2,2,1968,6
1444,4,1,1,1951,3
2849,4,1,3,2000,7
1339,4,1,1,2010,4
2347,4,2,3,1982,5
2619,5,3,2,1954,6
1597,2,2,1,1950,4
1156,5,1,3,2013,2
1655,2,1,3,1958,4
2002,4,1,1,1961,6
2598,3,1,3,2009,4
2454,3,3,3,1971,5
2578,2,1,1,1969,4
2430,2,3,2,1976,5
2181,5,3,2,2003,6
2208,2,1,2,1960,6
1797,5,1,1,1994,5
1490,4,3,1,1959,2
1834,3,3,3,1955,5
1951,3,1,1,2018,2
2559,5,2,2,2015,6
1356,2,1,3,1950,3
1716,5,2,1,1959,4
1361,2,3,1,1993,4
2247,2,2,3,1971,6
2636,2,1,2,1955,7
2227,5,3,2,1966,8
1007,4,3,3,2016,3
1471,3,3,1,1984,2
1171,5,2,3,1973,2
2743,4,2,3,2003,7
1095,3,3,3,1952,4
1673,5,2,2,1990,5
2826,5,1,3,1977,5
1607,4,2,1,2019,3
2329,5,3,2,1985,7
2680,3,1,3,2011,8
2281,4,3,3,1972,6
1473,5,3,1,1996,3
2973,3,1,2,1966,5
2323,5,3,1,1990,6
2488,4,1,1,1954,5
1613,5,2,3,2011,6
1688,3,1,1,2006,6
1897,2,2,2,2015,5
2351,5,1,2,1954,5
1109,5,1,3,2015,3
1709,3,3,1,1964,4
2928,3,2,3,1975,6
2152,4,1,3,1957,7
1964,2,1,3,1994,4
1870,4,3,2,2011,2
2160,3,3,3,1965,3
2933,3,2,1,1971,8
2562,3,3,3,1998,6
1648,3,1,2,2005,5
2187,4,1,3,1972,4
1348,2,1,1,1957,4
1462,3,3,2,2020,2
2891,4,2,1,1975,6
2666,4,1,3,1971,6
2527,4,3,3,2002,7
1884,4,1,1,1975,3
2174,4,3,2,1985,7
2913,3,2,1,1984,7
1245,3,3,2,2015,3
2133,2,2,2,1952,4
2608,2,2,3,1994,5
1797,2,3,3,2020,5
2298,2,2,2,1985,6
1869,5,3,3,1975,3
2090,4,1,2,1985,5
2073,4,2,1,2005,5
1815,4,1,1,2012,6
1514,5,1,1,1956,4
1225,4,2,1,1993,4
1577,4,3,1,2007,4
1505,4,3,1,1983,4
1154,4,3,1,1975,3
2897,4,3,2,1995,7
2503,2,1,3,1958,4
1110,5,3,1,1989,3
1482,3,2,2,1984,5
1807,2,1,2,1994,4
2916,5,3,3,1986,6
2791,4,1,2,1962,8
1273,5,2,1,1993,5
1154,4,2,3,1992,4
2674,4,3,3,1959,5
2190,5,2,3,2005,6
2042,3,1,3,1996,4
1344,4,2,2,1995,3
2926,4,3,3,1951,7
1734,2,1,3,1966,4
1568,5,3,2,2019,4
2921,5,1,2,2012,7
1293,5,3,1,2008,4
1644,2,2,1,2004,4
2485,5,2,1,1959,5
1337,5,3,3,1964,3
2827,4,3,3,2000,8
1451,3,3,2,1996,4
1343,3,3,2,1967,5
1716,2,3,2,1954,4
1630,5,2,2,1989,4
1764,2,3,3,1970,5
1084,3,1,3,1998,4
2720,2,1,3,1978,6
1736,4,2,3,1965,6
1659,4,3,3,1993,5
2412,4,2,3,2020,5
2815,5,2,1,1970,7
1226,4,3,1,1999,3
2309,2,1,1,1973,5
2307,4,1,3,1985,7
2716,5,3,1,1999,8
2970,4,3,3,1952,8
1108,4,3,1,2001,3
1134,5,3,3,1983,3
1937,5,3,2,1972,6
1290,4,1,2,1981,3
2910,3,2,3,1958,6
2825,4,2,2,1975,5
2638,2,1,2,1996,6
2736,5,3,1,1964,7
2531,4,3,2,1980,5
2652,3,2,1,1977,7
2867,4,3,2,2001,9
1821,2,2,1,1958,4
2052,5,1,2,1954,4
1393,2,1,1,1965,4
1026,3,2,1,2007,3
2490,2,3,1,1982,6
1012,2,2,2,1965,3
1553,5,2,2,1971,4
1932,2,1,1,2004,4
1444,3,2,2,1983,4
1223,3,1,2,1996,2
2486,5,1,2,2020,7
1020,3,1,3,2017,3
2410,3,2,2,1951,7
2671,3,2,1,1962,7
2349,3,3,2,1961,8
2756,3,3,1,2010,4
1466,3,1,1,2021,2
2680,3,3,1,1989,8
2545,4,3,2,2015,5
2248,3,1,1,1955,6
1652,5,1,2,1955,5
2498,4,2,1,1971,7
1617,3,1,1,1964,4
1779,3,3,2,1970,4
2729,5,3,1,1989,7
1457,3,3,1,2021,4
1639,4,2,1,1965,4
2236,4,3,2,1960,4
1662,5,2,2,2007,4
1960,3,3,1,1954,5
2504,5,2,3,1979,8
2919,3,3,2,2006,6
1179,4,2,3,1978,5
2852,3,3,2,2003,8
1537,3,1,2,2014,4
1526,4,1,2,1975,6
1021,4,2,1,1968,3
2368,4,2,3,1988,3
1576,3,3,2,1953,4
1762,5,2,3,1969,5
